,phi,phi_u,u,v
536,57.920216413693645,36.8095384259414,37.0,60.0
537,57.788959007382154,36.851914902317276,37.0,60.0
538,57.654933920860884,36.895372288755055,37.0,60.0
539,57.51890885011678,36.93967258925778,37.0,60.0
540,57.38167900318842,36.984564610469825,37.0,60.0
541,57.24406359278666,37.02978473603406,37.0,60.0
542,57.1069016934519,37.07505800076409,37.0,60.0
543,56.97104743973077,37.12009948890089,37.0,60.0
544,56.83736455705802,37.16461607434225,37.0,60.0
545,56.706720235108136,37.20830851244031,37.0,60.0
546,56.579978374104535,37.25087388277062,37.0,60.0
547,56.45799225750667,37.29200837032611,37.0,60.0
548,56.3415967289773,37.33141035917528,37.0,60.0
549,56.23159997667841,37.3687837981997,37.0,60.0
550,56.12877505265753,37.403841783710874,37.0,60.0
551,56.033851278096165,37.43631028930531,37.0,60.0
552,55.94750570511581,37.46593196012809,37.0,60.0
553,55.870354821265074,37.49246987771397,37.0,60.0
554,55.80294669240992,37.5157111936878,37.0,60.0
555,55.74575374237488,37.53547052666316,37.0,60.0
556,55.699166362500364,37.55159301733143,37.0,60.0
557,55.663487530862824,37.56395694237555,37.0,60.0
558,55.63892859931495,37.57247579853914,37.0,60.0
559,55.625606377335465,37.57709978363844,37.0,60.0
560,55.62354160605562,37.57781662085875,37.0,60.0
561,55.632658875347296,37.57465169533534,37.0,60.0
562,55.652787993484516,37.56766749652361,37.0,60.0
563,55.68366677482609,37.55696238479821,37.0,60.0
564,55.724945168477056,37.54266872462524,37.0,60.0
565,55.77619061212655,37.52495044815209,37.0,60.0
566,55.83689446211099,37.50400013098083,37.0,60.0
567,55.906479324688256,37.48003567535105,37.0,60.0
568,55.98430709549868,37.45329670443025,37.0,60.0
569,56.06968750465578,37.42404077473935,37.0,60.0
570,56.16188696373313,37.39253951213616,37.0,60.0
571,56.26013751748713,37.35907477075602,37.0,60.0
572,56.36364571647338,37.32393490462193,37.0,60.0
573,56.47160124548583,37.28741122919239,37.0,60.0
574,56.58318516552203,37.249794735880954,37.0,60.0
575,56.69757765225951,37.21137310750839,37.0,60.0
576,56.81396514038825,37.172428067598,37.0,60.0
577,56.93154680929864,37.13323308212581,37.0,60.0
578,57.04954037049637,37.094051419356646,37.0,60.0
579,57.16718713986695,37.055134562124614,37.0,60.0
580,57.28375639795078,37.016720957581434,37.0,60.0
581,57.39854905836112,36.97903508211262,37.0,60.0
582,57.51090067823649,36.942286793767195,37.0,60.0
583,57.62018385520179,36.90667094101998,37.0,60.0
584,57.72581006288771,36.872367194783834,37.0,60.0
585,57.82723098189876,36.839540070070804,37.0,60.0
586,57.92393938555835,36.808339104309965,37.0,60.0
587,58.01546964016065,36.77889916081301,37.0,60.0
588,58.10139787819197,36.751340828002,37.0,60.0
589,58.181341900405265,36.725770887566775,37.0,60.0
590,58.25496085906597,36.70228282752505,37.0,60.0
591,58.32195477042385,36.68095737906861,37.0,60.0
592,58.38206389975218,36.661863058983016,37.0,60.0
593,58.43506805733387,36.64505670223836,37.0,60.0
594,58.480785838727805,36.63058397200938,37.0,60.0
595,58.51907383763954,36.618479836858235,37.0,60.0
596,58.54982585483913,36.6087690070842,37.0,60.0
597,58.57297212187459,36.6014663243113,37.0,60.0
598,58.588478553858785,36.59657710025374,37.0,60.0
599,58.596346041377444,36.594097402287744,37.0,60.0
600,58.59660978757926,36.59401428498909,37.0,60.0
601,58.58933869275788,36.596305968191665,37.0,60.0
602,58.57463478520747,36.60094196341177,37.0,60.0
603,58.55263269381156,36.607883151689045,37.0,60.0
604,58.52349915469354,36.617081817042326,37.0,60.0
605,58.4874325413048,36.62848164084774,37.0,60.0
606,58.444662404544616,36.64201766353267,37.0,60.0
607,58.39544900689655,36.65761622105426,37.0,60.0
608,58.34008283213819,36.6751948647,37.0,60.0
609,58.27888404995589,36.69466227380857,37.0,60.0
610,58.212201912805774,36.715918172051964,37.0,60.0
611,58.140414060652446,36.738853258927826,37.0,60.0
612,58.06392570784512,36.76334916905559,37.0,60.0
613,57.983168685427735,36.789278472717065,37.0,60.0
614,57.898600311706666,36.816504731784875,37.0,60.0
615,57.81070206400766,36.844882625687475,37.0,60.0
616,57.71997802533903,36.87425816230481,37.0,60.0
617,57.62695308124039,36.90446898860708,37.0,60.0
618,57.5321708445292,36.93534481536924,37.0,60.0
619,57.43619128904752,36.96670796934505,37.0,60.0
620,57.33958807792401,36.998374084801206,37.0,60.0
621,57.24294557734282,37.03015294423845,37.0,60.0
622,57.146855553355806,37.061849475423784,37.0,60.0
623,57.0519135568468,37.093264908509425,37.0,60.0
624,56.95871501026358,37.124198093034174,37.0,60.0
625,56.86785101902042,37.15444697004071,37.0,60.0
626,56.77990394032411,37.18381018948837,37.0,60.0
627,56.695442752306,37.21208885772984,37.0,60.0
628,56.61501827640694,37.23908839422969,37.0,60.0
629,56.53915831556453,37.26462047115288,37.0,60.0
630,56.46836277945661,37.28850500419385,37.0,60.0
631,56.40309887540811,37.31057215832877,37.0,60.0
632,56.34379644912115,37.33066432833647,37.0,60.0
633,56.29084356272841,37.34863805122043,37.0,60.0
634,56.24458239844644,37.36436580631559,37.0,60.0
635,56.205305574064155,37.37773765906889,37.0,60.0
636,56.17325295150634,37.38866270635937,37.0,60.0
637,56.14860901176698,37.39707028480349,37.0,60.0
638,56.13150085876972,37.402910908710666,37.0,60.0
639,56.121996901492665,37.40615691104618,37.0,60.0
640,56.120106248445296,37.406802768668584,37.0,60.0
641,56.12577883188314,37.40486510189487,37.0,60.0
642,56.13890626165604,37.40038234771197,37.0,60.0
643,56.15932339102693,37.39341411526482,37.0,60.0
644,56.18681055989404,37.384040241171945,37.0,60.0
645,56.221096465287836,37.37235957033997,37.0,60.0
646,56.261861595402266,37.35848849491088,37.0,60.0
647,56.3087421522511,37.34255928949974,37.0,60.0
648,56.36133437966698,37.32471828477861,37.0,60.0
649,56.41919920798047,37.3051239236449,37.0,60.0
650,56.481867124369046,37.283944744691425,37.0,60.0
651,56.54884317844137,37.2613573365733,37.0,60.0
652,56.619612035880444,37.23754430432196,37.0,60.0
653,56.6936429985631,37.21269228492693,37.0,60.0
654,56.770394917082044,37.186990044865254,37.0,60.0
655,56.84932093055323,37.160626686996444,37.0,60.0
656,56.92987297851839,37.133789988643585,37.0,60.0
657,57.01150604018368,37.10666488701486,37.0,60.0
658,57.0936820667445,37.07943212261637,37.0,60.0
659,57.17587358275814,37.05226704615858,37.0,60.0
660,57.25756694213222,37.025338589811334,37.0,60.0
661,57.33826523305752,36.99880839961533,37.0,60.0
662,57.41749083396108,36.97283012246932,37.0,60.0
663,57.49478762918554,36.947548838399356,37.0,60.0
664,57.56972289857097,36.92310062676629,37.0,60.0
665,57.641888899433084,36.89961225364125,37.0,60.0
666,57.71090416264329,36.87720096671923,37.0,60.0
667,57.77641452670111,36.85597438377925,37.0,60.0
668,57.83809393494595,36.83603046076227,37.0,60.0
669,57.89564502149512,36.81745752594909,37.0,60.0
670,57.94879951123537,36.80033436740752,37.0,60.0
671,57.997318458351685,36.78473036177469,37.0,60.0
672,58.040992346560756,36.770705633485896,37.0,60.0
673,58.07964107253025,36.75831123470496,37.0,60.0
674,58.11311383200018,36.74758933741024,37.0,60.0
675,58.141288925960936,36.73857343030967,37.0,60.0
676,58.164073501952146,36.731288514472354,37.0,60.0
677,58.18140324318598,36.72575129275296,37.0,60.0
678,58.193242015815194,36.721970349234965,37.0,60.0
679,58.199581482298555,36.71994631602197,37.0,60.0
680,58.200440686495384,36.71967202575706,37.0,60.0
681,58.1958656138711,36.72113264924833,37.0,60.0
682,58.18592872803724,36.724305818522964,37.0,60.0
683,58.17072848279895,36.729161736524915,37.0,60.0
684,58.150388806955405,36.735663275513275,37.0,60.0
685,58.12505855730895,36.74376606701016,37.0,60.0
686,58.09491093370107,36.75341858688882,37.0,60.0
687,58.06014284842517,36.7645622398819,37.0,60.0
688,58.0209742410849,36.77713144842146,37.0,60.0
689,57.97764732889511,36.791053751290846,37.0,60.0
690,57.9304257815829,36.80624991806254,37.0,60.0
691,57.879593809466556,36.82263408570376,37.0,60.0
692,57.82545515299901,36.84011392403779,37.0,60.0
693,57.76833196209035,36.858590836934866,37.0,60.0
694,57.7085635539019,36.87796020615317,37.0,60.0
695,57.64650503856284,36.898111684636035,37.0,60.0
696,57.58252580342586,36.9189295457747,37.0,60.0
697,57.517007848073334,36.94029309464615,37.0,60.0
698,57.45034396432518,36.96207714651434,37.0,60.0
699,57.3829357579873,36.98415257692577,37.0,60.0
700,57.31519151200877,37.0063869465288,37.0,60.0
701,57.24752389406182,37.028645202298634,37.0,60.0
702,57.18034751528097,37.050790455165725,37.0,60.0
703,57.114076350934795,37.072684832143025,37.0,60.0
704,57.04912103807508,37.094190398960464,37.0,60.0
705,56.98588606961036,37.11517014698678,37.0,60.0
706,56.92476690866236,37.135489035909934,37.0,60.0
707,56.86614705134482,37.15501508132721,37.0,60.0
708,56.81039507010084,37.17362047414841,37.0,60.0
709,56.75786167328613,37.191182716629896,37.0,60.0
710,56.70887681962657,37.20758575802898,37.0,60.0
711,56.66374692835329,37.22272111139199,37.0,60.0
712,56.622752227082735,37.23648893195508,37.0,60.0
713,56.58614427974389,37.24879903712255,37.0,60.0
714,56.55414373597248,37.259571848055366,37.0,60.0
715,56.52693834134368,37.26873923359179,37.0,60.0
716,56.50468124459811,37.276245238547325,37.0,60.0
717,56.487489633676255,37.282046680385804,37.0,60.0
718,56.475443727009875,37.286113600772694,37.0,60.0
719,56.46858614026928,37.28842956154027,37.0,60.0
720,56.46692164181859,37.28899177800987,37.0,60.0
721,56.47041730270921,37.28781108630615,37.0,60.0
722,56.479003039390214,37.28491174512294,37.0,60.0
723,56.49257253969129,37.2803310762129,37.0,60.0
724,56.51098455529751,37.27411895152797,37.0,60.0
725,56.53406453712858,37.26633713829652,37.0,60.0
726,56.56160658397688,37.257058516265765,37.0,60.0
727,56.593375669630454,37.24636618376415,37.0,60.0
728,56.62911010964608,37.23435247107921,37.0,60.0
729,56.66852422603301,37.22111788085745,37.0,60.0
730,56.71131116639659,37.20676997580616,37.0,60.0
731,56.75714583356059,37.191422233929195,37.0,60.0
732,56.80568788227899,37.175192890904796,37.0,60.0
733,56.85658474126438,37.15820378808026,37.0,60.0
734,56.90947462127038,37.14057924299692,37.0,60.0
735,56.963989473217545,37.12244495746283,37.0,60.0
736,57.019757864179006,37.10392697605783,37.0,60.0
737,57.07640774327304,37.08515070568137,37.0,60.0
738,57.13356907397693,37.0662400044303,37.0,60.0
739,57.1908763139227,37.04731634580314,37.0,60.0
740,57.247970727719064,37.02849806203997,37.0,60.0
741,57.30450252264338,37.00989966837921,37.0,60.0
742,57.36013280106244,36.991631268188904,37.0,60.0
743,57.41453532709428,36.97379803733815,37.0,60.0
744,57.4673981082602,36.95649978483266,37.0,60.0
745,57.51842479566293,36.93983058565038,37.0,60.0
746,57.56733590854819,36.923878480876425,37.0,60.0
747,57.61386989096474,36.908725239637725,37.0,60.0
748,57.657784009646946,36.89444617695949,37.0,60.0
749,57.698855103229036,36.881110021487075,37.0,60.0
750,57.73688019349606,36.86877882701206,37.0,60.0
751,57.77167696962011,36.8575079218876,37.0,60.0
752,57.80308415626471,36.847345890688906,37.0,60.0
753,57.83096177610713,36.83833458284694,37.0,60.0
754,57.85519131677074,36.830509143435734,37.0,60.0
755,57.8756758114182,36.82389806180457,37.0,60.0
756,57.89233984136968,36.81852323430038,37.0,60.0
757,57.90512946811498,36.81440003790511,37.0,60.0
758,57.9140121010159,36.8115374122075,37.0,60.0
759,57.91897630587731,36.8099379477247,37.0,60.0
760,57.920031558426516,36.80959797917997,37.0,60.0
761,57.91720794560723,36.81050768291906,37.0,60.0
762,57.91055581648697,36.81265117820343,37.0,60.0
763,57.90014538351588,36.81600663264885,37.0,60.0
764,57.886066273878775,36.820546372576025,37.0,60.0
765,57.86842702976804,36.82623699950287,37.0,60.0
766,57.84735455558893,36.833039514429096,37.0,60.0
767,57.82299350940663,36.840909451939986,37.0,60.0
768,57.795505635371235,36.84979702647932,37.0,60.0
769,57.76506903342692,36.8596472934086,37.0,60.0
770,57.7318773623397,36.8704003276719,37.0,60.0
771,57.6961389719773,36.88199142301779,37.0,60.0
772,57.65807596085693,36.894351314783925,37.0,60.0
773,57.61792315525405,36.90740642921962,37.0,60.0
774,57.575927006644825,36.92107916219909,37.0,60.0
775,57.53234440494446,36.93528818995882,37.0,60.0
776,57.48744140590465,36.94994881416906,37.0,60.0
777,57.44149187214472,36.96497334322135,37.0,60.0
778,57.39477602860578,36.98027151107686,37.0,60.0
779,57.34757893472282,36.99575093437879,37.0,60.0
780,57.300188877286715,37.01131760778855,37.0,60.0
781,57.25289568979104,37.026876436669866,37.0,60.0
782,57.205989005992414,37.04233180532998,37.0,60.0
783,57.15975645741829,37.057588178049635,37.0,60.0
784,57.11448182658331,37.07255072911547,37.0,60.0
785,57.07044316967072,37.087125997036026,37.0,60.0
786,57.02791092433891,37.10122255710499,37.0,60.0
787,56.987146020061616,37.11475170550619,37.0,60.0
788,56.94839800993876,37.1276281472687,37.0,60.0
789,56.91190324415936,37.13977067961295,37.0,60.0
790,56.8778831061973,37.15110286161527,37.0,60.0
791,56.846542333320876,37.16155366069104,37.0,60.0
792,56.81806744305282,37.171058066184,37.0,60.0
793,56.792625286794916,37.179557660373604,37.0,60.0
794,56.77036175091193,37.18700113748889,37.0,60.0
795,56.75140062414988,37.19334476185149,37.0,60.0
796,56.73584264835839,37.19855275705896,37.0,60.0
797,56.72376476712815,37.202597619148925,37.0,60.0
798,56.71521958419226,37.205460347929545,37.0,60.0
799,56.71023504034013,37.207130592090124,37.0,60.0
800,56.70881431423465,37.207606705275225,37.0,60.0
801,56.71093594899802,37.206895711967334,37.0,60.0
802,56.716554202837024,37.20501318372631,37.0,60.0
803,56.72559961841564,37.201983028021345,37.0,60.0
804,56.73797980225181,37.19783719351213,37.0,60.0
805,56.75358040221055,37.1926152971364,37.0,60.0
806,56.77226626827308,37.18636417969928,37.0,60.0
807,56.79388277925329,37.17913739779416,37.0,60.0
808,56.81825731606752,37.170994660790626,37.0,60.0
809,56.84520086057965,37.162001222279514,37.0,60.0
810,56.874509697964776,37.15222723576259,37.0,60.0
811,56.90596719996434,37.141747084515146,37.0,60.0
812,56.93934566633053,37.13063869544516,37.0,60.0
813,56.97440820214943,37.11898284644186,37.0,60.0
814,57.01091060954859,37.10686247617652,37.0,60.0
815,57.04860327348304,37.09436200461869,37.0,60.0
816,57.08723302279301,37.08156667169864,37.0,60.0
817,57.12654494947285,37.06856190061534,37.0,60.0
818,57.166284171016095,37.055432691296666,37.0,60.0
819,57.2061975227404,37.04226304849804,37.0,60.0
820,57.24603516908614,37.02913544800904,37.0,60.0
821,57.28555212496497,37.016130343452815,37.0,60.0
822,57.324509680259695,37.00332571523427,37.0,60.0
823,57.3626767224996,36.99079666233769,37.0,60.0
824,57.39983095452152,36.97861503690845,37.0,60.0
825,57.4357600055479,36.96684912088541,37.0,60.0
826,57.470262435550275,36.95556334338636,37.0,60.0
827,57.503148634007665,36.94481803708997,37.0,60.0
828,57.534241615208835,36.93466923150302,37.0,60.0
829,57.56337771308679,36.92516848074578,37.0,60.0
830,57.59040717921803,36.91636272332729,37.0,60.0
831,57.615194688078745,36.90829417130511,37.0,60.0
832,57.63761975393779,36.90100022622494,37.0,60.0
833,57.65757706389828,36.8945134193027,37.0,60.0
834,57.674976731592096,36.8888613734368,37.0,60.0
835,57.689744475903865,36.88406678481146,37.0,60.0
836,57.701821728870925,36.88014742206359,37.0,60.0
837,57.71116567659234,36.87711614122732,37.0,60.0
838,57.71774923660169,36.87498091493377,37.0,60.0
839,57.72156097473258,36.87374487462043,37.0,60.0
840,57.722604964049864,36.873406364789105,37.0,60.0
841,57.72090058794945,36.873959008635545,37.0,60.0
842,57.71648228906084,36.87539178465312,37.0,60.0
843,57.70939926513285,36.87768911408088,37.0,60.0
844,57.6997151126587,36.88083095931829,37.0,60.0
845,57.68750741861323,36.88479293366022,37.0,60.0
846,57.672867300344876,36.88954642291132,37.0,60.0
847,57.655898893397996,36.895058719615626,37.0,60.0
848,57.636718786847474,36.901293170779645,37.0,60.0
849,57.615455405615286,36.90820934007296,37.0,60.0
850,57.59224833921577,36.91576318555439,37.0,60.0
851,57.567247616448284,36.92390725399278,37.0,60.0
852,57.54061292572796,36.93259089282422,37.0,60.0
853,57.51251278102009,36.94176048071213,37.0,60.0
854,57.48312363372234,36.95135967754938,37.0,60.0
855,57.45262893132092,36.96132969456309,37.0,60.0
856,57.42121812422795,36.97160958495213,37.0,60.0
857,57.38908562288243,36.982136555206125,37.0,60.0
858,57.356429707957034,36.99284629692624,37.0,60.0
859,57.323451397345934,37.003673338594396,37.0,60.0
860,57.2903532745009,37.01455141632663,37.0,60.0
861,57.25733828361531,37.02541386220357,37.0,60.0
862,57.22460849810922,37.03619400830597,37.0,60.0
863,57.19236386981943,37.0468256041067,37.0,60.0
864,57.16080096722192,37.057243244393575,37.0,60.0
865,57.13011171188294,37.06738280443385,37.0,60.0
866,57.1004821231221,37.07718187865464,37.0,60.0
867,57.0720910815478,37.08658021871889,37.0,60.0
868,57.04510912266557,37.09552016653749,37.0,60.0
869,57.01969727213758,37.10394707749027,37.0,60.0
870,56.9960059344647,37.111809728943,37.0,60.0
871,56.97417384685194,37.11906070905688,37.0,60.0
872,56.95432710979006,37.12565678089932,37.0,60.0
873,56.93657830543224,37.131559216986794,37.0,60.0
874,56.92102571416312,37.13673409962472,37.0,60.0
875,56.907752638852266,37.14115258275461,37.0,60.0
876,56.896826845167794,37.144791111472024,37.0,60.0
877,56.88830012501605,37.14763159592969,37.0,60.0
878,56.88220798869559,37.149661536978826,37.0,60.0
879,56.878569489738595,37.15087410161157,37.0,60.0
880,56.87738718469645,37.15126814703102,37.0,60.0
881,56.87864722834727,37.150848192973015,37.0,60.0
882,56.88231960300399,37.149624342713224,37.0,60.0
883,56.88835847882465,37.14761215399349,37.0,60.0
884,56.89670270031293,37.14483246187021,37.0,60.0
885,56.907276392587775,37.14131115620532,37.0,60.0
886,56.919989679530616,37.13707891716856,37.0,60.0
887,56.9347395046197,37.13217091268229,37.0,60.0
888,56.951410544158335,37.126626462205756,37.0,60.0
889,56.96987620171628,37.12048867161439,37.0,60.0
890,56.98999967194318,37.11380404417778,37.0,60.0
891,57.01163506148506,37.106622072775096,37.0,60.0
892,57.03462855453687,37.09899481851224,37.0,60.0
893,57.05881961058842,37.09097648082652,37.0,60.0
894,57.08404218215269,37.082622963990254,37.0,60.0
895,57.11012594068665,37.07399144466652,37.0,60.0
896,57.13689749950122,37.06513994484,37.0,60.0
897,57.16418162318446,37.056126914058545,37.0,60.0
898,57.19180241390207,37.04701082449,37.0,60.0
899,57.2195844658641,37.03784978183981,37.0,60.0
900,57.247353980228795,37.028701154700784,37.0,60.0
901,57.274939833726094,37.019621224431106,37.0,60.0
902,57.30217459530063,37.010664857190996,37.0,60.0
903,57.32889548607335,37.001885199323965,37.0,60.0
904,57.35494527888351,36.99333339685227,37.0,60.0
905,57.38017313458101,36.98505833947628,37.0,60.0
906,57.40443537308023,36.97710642912796,37.0,60.0
907,57.427596177950015,36.969521372833796,37.0,60.0
908,57.44952823399281,36.96234399939336,37.0,60.0
909,57.47011329785595,36.955612099177145,37.0,60.0
910,57.48924270221701,36.94936028619076,37.0,60.0
911,57.50681779449464,36.943619881439304,37.0,60.0
912,57.52275031135935,36.9384188165543,37.0,60.0
913,57.53696269055955,36.933781556611606,37.0,60.0
914,57.54938832174325,36.929729041068846,37.0,60.0
915,57.55997173805292,36.926278641780996,37.0,60.0
916,57.568668750306976,36.9234441371085,37.0,60.0
917,57.575446525566676,36.921235701208595,37.0,60.0
918,57.580283611829316,36.91965990769414,37.0,60.0
919,57.583169910497816,36.918719746949485,37.0,60.0
920,57.584106598161995,36.91841465650646,37.0,60.0
921,57.58310599909706,36.918740564000984,37.0,60.0
922,57.58019140974898,36.91968994234813,37.0,60.0
923,57.575396876342914,36.921251876887034,37.0,60.0
924,57.568766926627745,36.923412144353975,37.0,60.0
925,57.56035625666417,36.926153303637655,37.0,60.0
926,57.55022937348304,36.92945479835408,37.0,60.0
927,57.538460194390126,36.933293071345005,37.0,60.0
928,57.52513160367923,36.93764169125234,37.0,60.0
929,57.51033496754159,36.94247149134875,37.0,60.0
930,57.4941696080296,36.947750720810085,37.0,60.0
931,57.47674223704961,36.95344520859664,37.0,60.0
932,57.45816635152339,36.959518540066895,37.0,60.0
933,57.43856159107113,36.96593224637885,37.0,60.0
934,57.41805305982991,36.97264600663929,37.0,60.0
935,57.396770614327735,36.979617862642286,37.0,60.0
936,57.37484811968175,36.986804445894904,37.0,60.0
937,57.35242267677458,36.99416121646235,37.0,60.0
938,57.32963382347889,37.001642712979915,37.0,60.0
939,57.30662271343975,37.00920281297688,37.0,60.0
940,57.283531276377886,37.01679500244286,37.0,60.0
941,57.26050136433512,37.02437265334387,37.0,60.0
942,57.2376738887341,37.03188930756879,37.0,60.0
943,57.2151879535571,37.039298965562786,37.0,60.0
944,57.19317999034965,37.04655637768808,37.0,60.0
945,57.171782901112564,37.05361733615109,37.0,60.0
946,57.15112521544669,37.060438965154574,37.0,60.0
947,57.13133026854761,37.0669800067801,37.0,60.0
948,57.11251540680026,37.07320109998659,37.0,60.0
949,57.09479122778684,37.079065050029506,37.0,60.0
950,57.07826086148642,37.084537085568115,37.0,60.0
951,57.063019299306,37.089585100738624,37.0,60.0
952,57.049152777335394,37.094179879531374,37.0,60.0
953,57.036738219861896,37.09829529992255,37.0,60.0
954,57.025842748716045,37.10190851537493,37.0,60.0
955,57.01652326345181,37.10500011153618,37.0,60.0
956,57.008826096700254,37.10755423622441,37.0,60.0
957,57.00278674828511,37.10955870109512,37.0,60.0
958,56.99842970086478,37.11100505372382,37.0,60.0
959,56.99576831898268,37.111888619209914,37.0,60.0
960,56.99480483248296,37.112208510798844,37.0,60.0
961,56.99553040430056,37.11196760942547,37.0,60.0
962,56.99792528168039,37.11117251248933,37.0,60.0
963,57.0019590289414,37.10983345257628,37.0,60.0
964,57.00759083899396,37.107964187228,37.0,60.0
965,57.014769919962475,37.105581861225765,37.0,60.0
966,57.02343595247519,37.10270684318728,37.0,60.0
967,57.03351961247394,37.09936253856956,37.0,60.0
968,57.0449431537801,37.09557518142149,37.0,60.0
969,57.05762104413856,37.091373607431706,37.0,60.0
970,57.071460648055364,37.08678901096885,37.0,60.0
971,57.086362949450695,37.0818546889108,37.0,60.0
972,57.10222330696662,37.076605774106994,37.0,60.0
973,57.11893223469792,37.07107896131596,37.0,60.0
974,57.136376201147925,37.06531222841079,37.0,60.0
975,57.15443843934383,37.05934455555325,37.0,60.0
976,57.17299976126781,37.05321564490699,37.0,60.0
977,57.191939370061355,37.04696564329782,37.0,60.0
978,57.21113566382855,37.040634870040016,37.0,60.0
979,57.23046702528811,37.03426355193863,37.0,60.0
980,57.24981259199005,37.02789156725459,37.0,60.0
981,57.26905300230988,37.02155820018875,37.0,60.0
982,57.28807111294769,37.0153019072078,37.0,60.0
983,57.30675268418135,37.0091600963052,37.0,60.0
984,57.32498702964089,37.00316892006786,37.0,60.0
985,57.342667627876395,36.99736308320873,37.0,60.0
986,57.35969269347599,36.991775665029934,37.0,60.0
987,57.37596570594741,36.98643795710241,37.0,60.0
988,57.391395895000706,36.981379316289775,37.0,60.0
989,57.40589868125723,36.97662703310521,37.0,60.0
990,57.41939607175819,36.972206215273026,37.0,60.0
991,57.43181700995406,36.96813968627029,37.0,60.0
992,57.44309768012296,36.9644478985478,37.0,60.0
993,57.45318176639385,36.96114886107354,37.0,60.0
994,57.46202066673914,36.958258080803134,37.0,60.0
995,57.46957366245555,36.95578851766051,37.0,60.0
996,57.475808043773014,36.95375055260416,37.0,60.0
997,57.48069919232466,36.952151968360276,37.0,60.0
998,57.48423062127884,36.950997942419406,37.0,60.0
999,57.48639397398247,36.95029105191734,37.0,60.0
